Style,Standard
Append Mode,1
Fill Mode,1
Capacity,10000
Count,10000
Base Time Seconds,1579766407
Base Time Fractional,.429090460
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,0.07490089535713,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,2.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:05:46,.189641640
2,0.07490226626396,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,2.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:05:46,.190111780
3,0.07490226626396,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,2.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:05:46,.190580100
4,0.07490226626396,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,2.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:05:46,.191045000
5,0.07490226626396,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,2.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:05:46,.191515860
6,0.07490226626396,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,2.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:05:46,.191981360
7,0.07490226626396,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,2.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:05:46,.192455080
8,0.07490226626396,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,2.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:05:46,.192923340
9,0.07490226626396,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,2.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:05:46,.193390460
10,0.07490089535713,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,2.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:05:46,.193855100
11,0.07490089535713,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,2.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:05:46,.194325980
