Style,Standard
Append Mode,1
Fill Mode,1
Capacity,10000
Count,10000
Base Time Seconds,1579766407
Base Time Fractional,.429090460
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,0.01601909101009,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,1.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:04:05,.527443640
2,0.01389227807522,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,1.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:04:05,.527901860
3,0.006806418299675,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,1.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:04:05,.528359140
4,-0.008770063519478,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,1.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:04:05,.528821020
5,-0.05090275406837,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,1.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:04:05,.529283280
6,-0.0837490260601,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,1.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:04:05,.529757400
7,-0.08441832661629,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,1.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:04:05,.530231900
8,-0.07562467455864,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,1.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:04:05,.530693420
9,-0.05717968940735,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,1.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:04:05,.531168660
10,-0.0413570702076,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,1.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:04:05,.531637940
11,-0.02852939069271,Watt DC,1,3.5,F,F,F,F,F,F,Front,F,Main,1.0000000000000,Volt DC,10,T,2W,F,F,01/23/2020,08:04:05,.532104660
